title,content,publication_date,source_url,category
"Trump energy secretary, Republicans blast Biden for bowing to 'elite environmental lobby'","Republicans, including former Energy Secretary Rick Perry, blasted President Biden for halting natural gas export permits, a move they argued will boost American enemies.","Sun, 28 Jan 2024 04:00:40 -0500",https://www.foxnews.com/politics/trump-energy-secretary-republicans-blast-biden-for-bowing-to-elite-environmental-lobby,Others
Lone House Republican supporting Nikki Haley after NH and Iowa losses makes her case for 2024,"Conservative Rep. Ralph Norman is the only member of Congress backing Nikki Haley for president, and he told Fox News Digital why he thinks she&apos;s the best person for the job.","Sun, 28 Jan 2024 04:00:39 -0500",https://www.foxnews.com/politics/lone-house-republican-supporting-nikki-haley-after-nh-and-iowa-losses-makes-her-case-for-2024,Others
Nikki Haley raises $4 million over 'unhinged' Trump comments leveled at her: 'We had a little fun',Republican presidential candidate Nikki Haley said on Saturday in South Carolina that her campaign has been capitalizing on &quot;unhinged&quot; comments that former President Trump has made about her.,"Sat, 27 Jan 2024 19:35:39 -0500",https://www.foxnews.com/politics/nikki-haley-raises-four-million-dollars-unhinged-trump-comments-leveled-little-fun,Others
Trump blasts Biden-backed border bill at Las Vegas rally: 'Rather have no bill than a bad bill',"Former President Trump blasted the new Biden-backed border security bill, arguing during a Las Vegas rally Saturday that the current president already has the power to make significant changes at the southern border.","Sat, 27 Jan 2024 18:41:23 -0500",https://www.foxnews.com/politics/trump-blasts-biden-backed-border-bill-didnt-need-bill,Others
Biden only cares about border because it has now become a 'political liability': Rep Tom Emmer,House Majority Whip Tom Emmer told Fox News Saturday that President Biden has &quot;undone all of the great work&quot; former President Trump accomplished during his presidency.,"Sat, 27 Jan 2024 18:28:07 -0500",https://www.foxnews.com/politics/biden-only-cares-border-because-become-political-liability-rep-tom-emmer,Others
"Florida Gov Ron DeSantis calls Biden border deal 'a farce,' says it will worsen migrant crisis","Florida Gov. Ron DeSantis called out President Biden for supporting a new border bill on Saturday, accusing the president of not &quot;wanting&quot; to solve the crisis.","Sat, 27 Jan 2024 17:28:15 -0500",https://www.foxnews.com/politics/florida-governor-ron-desantis-calls-biden-border-deal-farce-says-worsen-migrant-crisis,Others
Texas again rebuffs Biden admin's demand for 'full access' to disputed border area,"Texas is rebuffing demands by the Biden administration for it to have greater access to the disputed Shelby Park area of Eagle Pass, Texas, as they feud over the border.","Sat, 27 Jan 2024 16:51:15 -0500",https://www.foxnews.com/politics/texas-again-rebuffs-dhs-demand-full-access-disputed-border-area,Others
"ICE failed to adequately document some major procedures, including hysterectomies, watchdog finds",Immigration and Customs Enforcement (ICE) had updated practices in light of a government investigation which found major surgeries for some detainees were not properly approved.,"Sat, 27 Jan 2024 15:21:43 -0500",https://www.foxnews.com/politics/ice-failed-adequately-document-major-procedures-including-hysterectomies-watchdog-finds,Others
Former Nancy Mace chief of staff files to run against ex-boss for South Carolina House seat,Republican South Carolina Rep. Nancy Mace’s former chief of staff has launched a primary challenge against the lawmaker following his departure from her office last month.,"Sat, 27 Jan 2024 14:56:33 -0500",https://www.foxnews.com/politics/former-nancy-mace-chief-staff-files-run-against-ex-boss-south-carolina-house-seat,Others
Trump team made ‘early on’ attempts to recruit RFK Jr. as former president's running mate: report,People close to Trump reportedly made &quot;preliminary overtures&quot; to Robert F. Kennedy about the possibility of him serving as Trump&apos;s running mate in the 2024 presidential election.,"Sat, 27 Jan 2024 13:48:35 -0500",https://www.foxnews.com/politics/trump-team-made-early-attempts-recruit-rfk-jr-former-presidents-running-mate-report,Others
Nikki Haley swatted at her South Carolina home in December: report,Former U.N. Ambassador Nikki Haley was targeted in a &quot;swatting&quot; incident after a man filed a false police report claiming he had shot a woman at her South Carolina home.,"Sat, 27 Jan 2024 13:41:19 -0500",https://www.foxnews.com/politics/nikki-haley-swatted-south-carolina-home-december-report,Others
"Dem launches campaign TikTok account, after suggesting the platform 'may be' a national security threat",Democrat Rep. Ruben Gallego launched an account on TikTok to promote his Senate campaign after suggesting there &apos;may be&apos; national security concerns on the platform.,"Sat, 27 Jan 2024 12:27:55 -0500",https://www.foxnews.com/politics/dem-campaign-tiktok-platform-national-security-threat,Others
Hunter Biden's 'sugar bro' threatens lawsuit against Jonathan Turley,"The &quot;sugar brother&quot; of President Joe Biden’s son, Hunter, is threatening legal action against criminal defense attorney Jonathan Turley.","Sat, 27 Jan 2024 10:00:39 -0500",https://www.foxnews.com/politics/hunter-bidens-sugar-bro-threatens-lawsuit-against-jonathan-turley,Others
Biden promises to 'shut down' border if Congress approves bill GOP claims would 'incentivize illegal aliens',President Biden promised Friday to &quot;shut down the border&quot; with the &quot;emergency authorities&quot; he claims carve-outs of a Ukraine aid bill opposed by the GOP would confer him.,"Sat, 27 Jan 2024 07:37:15 -0500",https://www.foxnews.com/politics/biden-promises-shut-down-border-congress-approves-bill-gop-claims-incentivize-illegal-aliens,Others
Crisis in the Northwest: Are voters 'beyond a turning point' after decades of progressive politics?,"Both sides of the aisle agree Oregon is in crisis — homelessness, drug use and livability are the major concerns — but can they effectively reverse course?","Sat, 27 Jan 2024 07:30:46 -0500",https://www.foxnews.com/politics/crisis-northwest-voters-beyond-turning-point-decades-progressive-politics,Others
"Experts Turley, Painter say Texas on shaky legal ground in border razor-wire fight",Legal experts weighed in on the battle between Texas and the Biden administration over the southern border that reached new temperatures this week.,"Sat, 27 Jan 2024 04:00:51 -0500",https://www.foxnews.com/politics/experts-turley-painter-say-texas-shaky-legal-ground-border-razor-wire-fight,Others
Energy developer delivers major blow to blue state's climate agenda by canceling offshore wind contracts,A major energy developer is pulling out of contracts it entered into with the State of Maryland to build two large offshore wind farms in a blow to Democrats&apos; green energy goals.,"Sat, 27 Jan 2024 04:00:25 -0500",https://www.foxnews.com/politics/energy-developer-delivers-major-blow-blue-states-climate-agenda,Others
Schumer-aligned super PAC meddling in GOP primary of key Senate race: 'Terrified of conservative outsider',"Democrats are buying ads boosting GOP Rep. Matt Rosendale ahead of his expected Senate bid, a campaign tactic dug up from the 2022 midterms.","Sat, 27 Jan 2024 04:00:22 -0500",https://www.foxnews.com/politics/schumer-aligned-super-pac-meddling-gop-primary-key-senate-race,Others
Ex-FBI officials warn Congress of 'new and imminent' border danger: 'The country has been invaded',A coalition of former FBI officials is warning about a new threat at the southern border due to the ongoing migrant crisis and is calling on leaders to act.,"Sat, 27 Jan 2024 04:00:04 -0500",https://www.foxnews.com/politics/ex-fbi-officials-warn-congress-new-imminent-border-threat-the-country-invaded,Others
Xi Jinping celebrates China’s rising power — and his own,President Xi Jinping opened China’s twice-per decade Communist Party Congress on Wednesday hailing the reforms he put in place during his first five-year term and sharing his vision for where he hopes to take the nation. William Brangham reports on the congress as it prepares to announce Xi’s successor and how new leadership may transform China’s role as a global economic partner.,"Wed, 18 Oct 2017 22:35:21 +0000",http://www.pbs.org/newshour/bb/xi-jinping-celebrates-chinas-rising-power/,Others
"The battle for Mosul is over, but this hidden ISIS danger could lurk for years","Iraq may have ousted Islamic States militants from the city of Mosul over the summer, but the major task of finding and destroying the mines, booby traps and bombs remains. A security firm hired by the U.S. and Iraqi workers are making progress to clear major areas, but it could take years or even decades. Special correspondent Marcia Biggs reports on the safety of Mosul after ISIS.","Wed, 18 Oct 2017 22:20:26 +0000",http://www.pbs.org/newshour/bb/battle-mosul-hidden-isis-danger-lurk-years/,Others
"As Rohingya refugees continue to flee from persecution, here’s how you can help","More than 500,000 Rohingya Muslims have fled their homes since August to escape systematic violence at the hands of government soldiers in Myanmar. Here's how you can help.","Wed, 18 Oct 2017 20:58:34 +0000",http://www.pbs.org/newshour/rundown/rohingya-refugees-continue-flee-persecution-heres-can-help/,Others
Tillerson: ‘Heartbreaking’ reports of suffering in Myanmar,"WASHINGTON — Secretary of State Rex Tillerson is condemning reported atrocities committed against Rohingya Muslims in Myanmar, and he says those responsible — perhaps the country's military — will be held accountable.","Wed, 18 Oct 2017 15:36:51 +0000",http://www.pbs.org/newshour/rundown/tillerson-heartbreaking-reports-suffering-myanmar/,Others
Far-right groups gain ground in Sweden and Germany amid migrant influx,"Sunday’s election in Austria brought victory to 31-year-old Sebastian Kurz, who was elected chancellor on an anti-immigrant platform. Earlier, a strengthened far-right party dealt a blow to returning leader Angela Merkel in Germany’s election. As Sweden’s election approaches next year, special correspondent Michael Brabant surveys the changing political landscape in Europe.","Tue, 17 Oct 2017 22:30:37 +0000",http://www.pbs.org/newshour/bb/far-right-groups-gain-ground-sweden-germany-amid-migrant-influx/,Others
U.S.-backed Syrian forces recapture Raqqa from Islamic State group,U.S.-backed Syrian Democratic Forces announced Tuesday that they had captured the city of Raqqa from Islamic State militants.,"Tue, 17 Oct 2017 16:57:20 +0000",http://www.pbs.org/newshour/rundown/u-s-backed-syrian-forces-recapture-raqqa-from-islamic-state-group/,Others
WATCH: Trump and Greek prime minister hold joint news conference,President Donald Trump says the U.S. stands with Greece as they recover from their economic crisis.,"Tue, 17 Oct 2017 16:28:24 +0000",http://www.pbs.org/newshour/rundown/watch-live-trump-and-greek-prime-minister-hold-joint-press-conference/,Others
"U.S., Japan agree to maximize diplomatic pressure on North Korea","TOKYO — U.S. and Japanese diplomats agreed Tuesday to maximize pressure on North Korea to resolve tensions over its nuclear program, while citing the need to be prepared for the worst if diplomacy fails.","Tue, 17 Oct 2017 13:01:05 +0000",http://www.pbs.org/newshour/rundown/u-s-japan-agree-maximize-diplomatic-pressure-north-korea/,Others
News Wrap: Dozens missing after deadly Mogadishu truck bombing,"In our news wrap Monday, more than 300 people are confirmed dead and nearly 400 wounded after Saturday’s massive truck bombing in Somalia’s capital Mogadishu. The government blamed the al-Qaida-linked group al-Shabab. Also, 31-year-old conservative Sebastian Kurz is set to become the Austria’s next leader in another shift to the right in European politics.","Mon, 16 Oct 2017 22:45:17 +0000",http://www.pbs.org/newshour/bb/news-wrap-dozens-missing-deadly-mogadishu-truck-bombing/,Others
Why a power struggle has broken out over Kirkuk,"Two vital American allies have reignited their rivalry in Iraq. After months of simmering tensions, national military forces and militia moved to push Kurdish forces out of the disputed city of Kirkuk. Three weeks ago, the Kurds held a referendum to split from Iraq. Lisa Desjardins reports and Judy Woodruff talks with Emma Sky of Yale University and Feisal Istrabadi of Indiana University.","Mon, 16 Oct 2017 22:40:31 +0000",http://www.pbs.org/newshour/bb/power-struggle-broken-kirkuk/,Others
Rex Tillerson says continue diplomacy with North Korea ‘until first bomb drops’,"That statement comes despite President Donald Trump's tweets a couple of weeks ago that his chief envoy was ""wasting his time"" trying to negotiate with ""Little Rocket Man,"" a mocking nickname Trump has given the nuclear-armed nation's leader, Kim Jong Un.","Mon, 16 Oct 2017 11:08:00 +0000",http://www.pbs.org/newshour/rundown/rex-tillerson-says-continue-diplomacy-north-korea-first-bomb-drops/,Others
"Iraqi, Kurdish forces in standoff, weeks after Kurdish vote for independence","Iraqi army and Kurdish troops are in a standoff in Kirkuk, a city located in the Kurdistan region, which voted for independence from Iraq last month. Kirkuk holds 10 percent of Iraq’s oil reserves. Washington Post reporter Loveday Morris, who is covering the standoff, joins Hari Sreenivasan via Skype from Baghdad.","Sun, 15 Oct 2017 20:33:23 +0000",http://www.pbs.org/newshour/bb/iraqi-kurdish-forces-standoff-weeks-kurdish-vote-independence/,Others
South Sudan civil war causes Africa’s worst refugee crisis,"South Sudan’s four-year civil war has left half of the nation’s population, 6 million people, in need of humanitarian aid and caused one of the world’s worst refugee crises. With support from the U.S. Holocaust Memorial Museum’s Center for the Prevention of Genocide, NewsHour Weekend Special Correspondent Simona Foltyn and journalist Jason Patinkin traveled to Uganda to meet people desperate for asylum.","Sun, 15 Oct 2017 19:26:17 +0000",http://www.pbs.org/newshour/bb/south-sudan-civil-war-causes-africas-worst-refugee-crisis/,Others
Hundreds dead after massive truck bomb strikes Mogadishu,At least 231 people were killed and hundreds more wounded after a massive truck bomb on Saturday struck Somalia's capital city of Mogadishu.,"Sun, 15 Oct 2017 16:27:49 +0000",http://www.pbs.org/newshour/rundown/hundreds-dead-massive-truck-bomb-strikes-mogadishu/,Others
Column: Why reporting from South Sudan is so difficult — and critically needed,"The war has had a devastating impact on South Sudanese communities, but much of it has remained out of the limelight of international media.","Sun, 15 Oct 2017 14:27:40 +0000",http://www.pbs.org/newshour/updates/reporters-notebook-reporting-south-sudan-difficult-critically-needed/,Others
India v England: Ollie Pope and Tom Hartley inspire all-time great victory,"England produce one of their best ever away wins, stunning India with a 28-run victory in a heart-stopping finish to the first Test in Hyderabad.","Sun, 28 Jan 2024 12:28:01 GMT",https://www.bbc.co.uk/sport/cricket/68103486?at_medium=RSS&at_campaign=KARANGA,Others
Moti Mahal: India curry houses battle over butter chicken,Butter chicken - a curry popular around the world - is now in the middle of a court battle in India.,"Sun, 28 Jan 2024 01:17:04 GMT",https://www.bbc.co.uk/news/world-asia-india-68053470?at_medium=RSS&at_campaign=KARANGA,Others
Tamil Nadu: Chennai’s 'last Jew' fights for place in India’s history,Davvid Levi has been documenting the history of his family and that of other Jews in India's Chennai city.,"Sat, 27 Jan 2024 03:25:03 GMT",https://www.bbc.co.uk/news/world-asia-india-67799316?at_medium=RSS&at_campaign=KARANGA,Others
Umar Khalid: Indian activist languishes in jail without bail or trial,"Umar Khalid, who was arrested three years ago for alleged involvement in riots, is still waiting for a trial.","Tue, 23 Jan 2024 00:32:22 GMT",https://www.bbc.co.uk/news/world-asia-india-67980484?at_medium=RSS&at_campaign=KARANGA,Others
India calls Pakistan's claim of targeted killings 'false',Islamabad on Thursday accused India of killing two of its citizens on its soil in 2023.,"Fri, 26 Jan 2024 07:04:26 GMT",https://www.bbc.co.uk/news/world-asia-india-68091822?at_medium=RSS&at_campaign=KARANGA,Others
"Bopanna, 43, becomes oldest tennis world number one",Rohan Bopanna becomes the oldest tennis world number one aged 43 after he and Matthew Ebden reach the Australian Open doubles semi-finals.,"Wed, 24 Jan 2024 07:45:59 GMT",https://www.bbc.co.uk/sport/tennis/68078338?at_medium=RSS&at_campaign=KARANGA,Others
Watch: Crowds at India's new Ram temple in Ayodhya day after opening,The grand temple dedicated to the Hindu God Ram was inaugurated by Prime Minister Narendra Modi on Monday.,"Tue, 23 Jan 2024 09:47:15 GMT",https://www.bbc.co.uk/news/world-asia-india-68066261?at_medium=RSS&at_campaign=KARANGA,Others
Ayodhya Ram Mandir: India PM Modi inaugurates Hindu temple on razed Babri mosque site,"The rituals were led by PM Narendra Modi, while opposition leaders and some Hindu seers stayed away.","Mon, 22 Jan 2024 16:00:06 GMT",https://www.bbc.co.uk/news/world-asia-india-68003095?at_medium=RSS&at_campaign=KARANGA,Others
Sony calls off merger with India media giant Zee,Zee considers legal action after Sony ends the planned $10bn merger of the firms' Indian operations.,"Mon, 22 Jan 2024 09:56:59 GMT",https://www.bbc.co.uk/news/business-68054056?at_medium=RSS&at_campaign=KARANGA,Others
Watch: Indian PM Modi inaugurates temple in Ayodhya,The opening of the grand temple comes ahead of India's general elections.,"Mon, 22 Jan 2024 08:06:54 GMT",https://www.bbc.co.uk/news/world-asia-india-68053468?at_medium=RSS&at_campaign=KARANGA,Others
Women take the lead in Republic Day parade,"Every year, the country celebrates the day its constitution came into effect with a grand spectacle.","Fri, 26 Jan 2024 09:05:05 GMT",https://www.bbc.co.uk/news/world-asia-india-68091821?at_medium=RSS&at_campaign=KARANGA,Others
Adani Ports: The Tamil Nadu villagers taking on a billionaire's port plan,Locals in 100 villages of Tamil Nadu state are fighting the expansion of a port owned by Gautam Adani.,"Wed, 24 Jan 2024 02:39:32 GMT",https://www.bbc.co.uk/news/world-asia-india-67942639?at_medium=RSS&at_campaign=KARANGA,Others
"India v England: Relaxed, fit tourists look for series win for the ages","England's record in India is better than most, but merely staying competitive will be a fine achievement, writes Stephan Shemilt.","Wed, 24 Jan 2024 14:52:25 GMT",https://www.bbc.co.uk/sport/cricket/68069988?at_medium=RSS&at_campaign=KARANGA,Others
Ayodhya: Temple to open at India’s religious fault-line,The new temple in Ayodhya has stirred up memories for the community caught up in 1992's violence.,"Sun, 21 Jan 2024 01:50:07 GMT",https://www.bbc.co.uk/news/world-asia-india-68030712?at_medium=RSS&at_campaign=KARANGA,Others
Kashmir's rare snowless winter sets off alarm bells,Experts say that the absence of snowfall this winter will lead to water scarcity and derail the economy.,"Fri, 19 Jan 2024 03:54:53 GMT",https://www.bbc.co.uk/news/world-asia-india-68015106?at_medium=RSS&at_campaign=KARANGA,Others
Lakshadweep: Can India's 'alternative Maldives' handle mass tourism?,Indian PM Modi's recent visit to Lakshadweep could spark a tourist surge - but is the island chain ready?,"Thu, 18 Jan 2024 04:08:29 GMT",https://www.bbc.co.uk/news/world-asia-india-67911165?at_medium=RSS&at_campaign=KARANGA,Others
Gujarat boat capsize victims 'not given life jackets',Parents of students who died after a boat capsized in India's Gujarat state allege negligence by authorities.,"Fri, 19 Jan 2024 05:08:57 GMT",https://www.bbc.co.uk/news/world-asia-india-68027147?at_medium=RSS&at_campaign=KARANGA,Others
What Rahul Gandhi's march means for India election,"The Congress leader's cross-country march began with hope, but analysts doubt its electoral impact.","Mon, 15 Jan 2024 08:38:23 GMT",https://www.bbc.co.uk/news/world-asia-india-67911170?at_medium=RSS&at_campaign=KARANGA,Others
Agatha Christie: The Indian hotel murder that inspired the queen of crime,"The sensational case, which made global headlines, is said to have influenced Christie's first book.","Sat, 13 Jan 2024 22:26:16 GMT",https://www.bbc.co.uk/news/world-asia-india-67943375?at_medium=RSS&at_campaign=KARANGA,Others
Bengaluru: Why English is dividing people in India's Silicon Valley,Kannada-language protesters recently hit the headlines for tearing down English billboards in Bengaluru.,"Fri, 12 Jan 2024 00:20:40 GMT",https://www.bbc.co.uk/news/world-asia-india-67889621?at_medium=RSS&at_campaign=KARANGA,Others
Bihar men conned by 'impregnating women' job scam,Scammers in Bihar state promised to pay huge sums of money to men to get childless women pregnant.,"Wed, 10 Jan 2024 00:00:22 GMT",https://www.bbc.co.uk/news/world-asia-india-67860456?at_medium=RSS&at_campaign=KARANGA,Others
Maldives: Maldivians debate India's 'boycott' of their nation,Tensions have escalated after three Maldivian ministers made derogatory comments about India's PM Modi.,"Thu, 11 Jan 2024 07:28:52 GMT",https://www.bbc.co.uk/news/world-asia-india-67942642?at_medium=RSS&at_campaign=KARANGA,Others
Plane gets jammed under bridge in India,The scrap fuselage was on its way to Assam from Mumbai on a lorry when it got stuck.,"Fri, 29 Dec 2023 23:17:00 GMT",https://www.bbc.co.uk/news/world-asia-india-67843833?at_medium=RSS&at_campaign=KARANGA,Others
Intruder jumps on table in Indian parliament,Lawmakers said two men jumped into the well of the house from the visitors' gallery.,"Wed, 13 Dec 2023 09:49:30 GMT",https://www.bbc.co.uk/news/world-asia-india-67700660?at_medium=RSS&at_campaign=KARANGA,Others
Moment worker is pulled from collapsed tunnel,Fourty-one Indian workers are finally rescued from a tunnel that partially caved in after a landslide.,"Tue, 28 Nov 2023 15:13:21 GMT",https://www.bbc.co.uk/news/world-asia-india-67552409?at_medium=RSS&at_campaign=KARANGA,Others
First video of trapped tunnel workers in India,Rescuers have shared a video of the 41 workers who have been trapped inside a tunnel since 12 November.,"Tue, 21 Nov 2023 05:58:33 GMT",https://www.bbc.co.uk/news/world-asia-india-67482786?at_medium=RSS&at_campaign=KARANGA,Others
Andhra Pradesh: Drone footage shows aftermath of deadly India train crash,"A preliminary investigation has found that ""human error"" led to the collision, officials say.","Mon, 30 Oct 2023 06:08:55 GMT",https://www.bbc.co.uk/news/world-asia-india-67258761?at_medium=RSS&at_campaign=KARANGA,Others
India flash floods: More than 100 missing in Sikkim state,Hundreds of search and rescue officers have been deployed across the state of Sikkim.,"Thu, 05 Oct 2023 07:25:09 GMT",https://www.bbc.co.uk/news/world-67015721?at_medium=RSS&at_campaign=KARANGA,Others
